站点,Lon,Lat,Alti,PRS,TEM,RHU,PRE_1h,D_Avg_2,Avg_2,VIS,PRS_Sea
50956, 126.77,  46.09,  134.50,  988.60,    26.40,     76.00,        0.00,    117.00,    1.80,  30000.00,    1004.10
59058, 110.52,  24.20,  181.90,  986.10,    26.40,     95.00,        0.00,      9.00,    0.60,   5500.00,    1006.70
56889, 104.18,  24.04, 1518.70,  844.90,    21.90,     72.00,        0.00,     44.00,    2.00,  30000.00,    1004.10
57960, 111.07,  25.93,  195.60,  983.10,    28.10,     78.00,        0.00,    226.00,    1.40,   9700.00,    1005.10
57273, 112.80,  32.73,   96.70,  993.30,    21.60,     99.00,        0.80,     62.00,    2.10,   3400.00,    1004.60
57271, 112.38,  32.52,   87.70,  996.90,    21.00,     98.00,        4.30,     50.00,    0.80,   2500.00,    1007.20
56688, 103.17,  26.10, 1263.80,  869.60,    26.30,     56.00,        0.00,    115.00,    4.30,  30000.00,    1002.70
57809, 105.75,  26.07, 1251.00,  869.60,    22.20,     90.00,        0.00,    166.00,    2.50,  19500.00,    1002.80
54920, 117.28,  35.66,  110.40,  994.10,    23.50,     84.00,        0.00,     33.00,    1.20,   2400.00,    1006.90
53483, 113.83,  40.87, 1268.70,  866.90,    19.60,     77.00,        0.00,    103.00,    2.00,   7100.00,    1003.30
57914, 106.67,  26.41, 1149.00,  879.90,    23.60,     85.00,        0.00,    157.00,    3.80,  16300.00,    1002.60
58624, 117.45,  28.38,   70.00,  997.10,    29.20,     80.00,        0.00,    126.00,    2.90,   9700.00,    1005.10
53231, 106.40,  41.40, 1510.20,  842.90,    25.50,     40.00,        0.00,    190.00,    5.30,  30000.00,     999.00
53543, 110.01,  39.82, 1462.20,  848.90,    20.70,     70.00,        0.00,    186.00,    1.40,  17200.00,    1003.60
58027, 117.16,  34.29,   41.20, 1002.30,    23.40,    100.00,        0.00,     66.00,    0.90,   2200.00,    1007.20
50963, 128.73,  45.97,  108.60,  991.90,    21.50,     95.00,        0.00,    225.00,    1.80,  13700.00,    1004.60
57965, 111.60,  25.53,  192.20,  984.30,    29.00,     77.00,        0.00,    203.00,    0.60,  22300.00,    1005.80
53433, 108.64,  40.73, 1020.90,  892.00,    24.80,     59.00,        0.00,    145.00,    4.00,  11600.00,    1001.00
53472, 112.57,  40.87, 1451.70,  850.00,    18.10,     84.00,        0.00,     96.00,    0.40,   8300.00,    1004.80
54027, 119.32,  43.96,  587.80,  939.30,    25.60,     62.00,        0.00,    144.00,    1.50,  30000.00,    1004.40
52955, 100.73,  35.58, 3120.00,  699.00,    10.90,     84.00,        0.00,     94.00,    0.90,  25700.00,    1002.50
53785, 114.67,  37.52,   35.00, 1002.10,    24.80,     89.00,        0.00,    310.00,    0.80,   2900.00,    1006.20
54807, 115.77,  36.15,   41.20, 1001.80,    22.50,     92.00,        0.00,    204.00,    1.20,   1800.00,    1006.70
56585, 103.56,  27.19, 1952.20,  800.50,    19.00,     84.00,        0.00,     94.00,    0.70,  13900.00,    1000.60
58601, 115.35,  28.72,   80.40,  995.30,    27.90,     90.00,        0.00,     63.00,    0.60,   3600.00,    1004.60
57345, 109.62,  31.40,  337.80,  965.40,    23.10,     95.00,        0.00,    343.00,    1.10,  30000.00,    1003.80
53399, 114.70,  41.15, 1393.30,  856.70,    19.70,     70.00,        0.00,    146.00,    1.20,  14900.00,    1006.00
50834, 121.22,  46.60,  499.70,  948.00,    22.40,     69.00,        0.00,    272.00,    3.10,  26900.00,    1004.30
50525, 119.75,  49.15,  620.80,  934.70,    25.00,     60.00,        0.00,    125.00,    2.00,  30000.00,    1003.20
56752, 100.57,  25.83, 1438.70,  850.90,    22.60,     77.00,        0.00,    218.00,    1.10,  26100.00,    1001.80
59454, 111.00,  22.95,  202.00,  983.90,    28.90,     71.00,        0.00,    142.00,    1.10,  18800.00,    1006.60
54132, 121.07,  42.40,  400.00,  960.50,    26.00,     66.00,        0.00,    243.00,    1.10,  22900.00,    1005.30
59435, 108.45,  22.68,  106.90,  994.30,    28.30,     85.00,        0.00,    124.00,    1.40,   9500.00,    1006.50
59034, 108.65,  24.48,  185.10,  984.50,    27.60,     92.00,        0.00,    113.00,    1.80,   9100.00,    1005.40
56862, 101.60,  24.68, 1968.10,  801.10,    18.50,     89.00,        0.00,    199.00,    1.90,  30000.00,    1004.90
59429, 108.02,  22.18,  216.00,  982.10,    26.20,     90.00,        0.00,    275.00,    1.50,  13500.00,    1006.80
54304, 115.27,  40.95, 1239.80,  872.60,    18.30,     71.00,        0.00,     71.00,    1.10,  22500.00,    1007.40
58020, 117.14,  34.77,   35.50, 1002.80,    23.70,     93.00,        0.00,    185.00,    1.50,   1300.00,    1007.00
50557, 125.23,  49.16,  242.20,  974.80,    29.00,     60.00,        0.00,    220.00,    3.90,  30000.00,    1002.00
54605, 115.88,  38.93,    4.40, 1005.10,    24.00,     94.00,        0.00,    235.00,    0.60,   2300.00,    1005.70
53644, 108.83,  38.60, 1307.20,  864.80,    21.00,     62.00,        0.00,    255.00,    1.70,  30000.00,    1003.50
57936, 108.91,  25.76,  258.10,  974.80,    24.90,     98.00,        0.00, 999999.00,    0.00,   2900.00,    1003.80
54701, 115.20,  37.93,   35.90, 1002.00,    25.50,     81.00,        0.00,    259.00,    1.10,   4500.00,    1006.20
54134, 121.28,  43.60,  241.00,  976.80,    26.20,     70.00,        0.00,    255.00,    1.60,  26700.00,    1004.10
57971, 112.21,  25.91,  224.20,  980.40,    29.40,     70.00,        0.00,     49.00,    0.40,   9900.00,    1005.40
51709,  75.75,  39.48, 1385.60,  855.90,    17.60,     74.00,        0.00,    272.00,    4.30,  30000.00,    1002.50
57492, 114.84,  30.84,   40.70, 1000.60,    23.00,     97.00,        0.00,      7.00,    1.40,   8300.00,    1005.40
57636, 108.50,  28.56,  503.20,  946.90,    26.50,     88.00,        0.00,     99.00,    0.50,  12100.00,    1002.40
53692, 114.98,  38.73,   66.50,  998.10,    24.10,     86.00,        0.00,    194.00,    0.60,   5800.00,    1005.90
56977, 101.86,  22.61, 1269.80,  871.10,    20.40,     99.00,        0.00,     29.00,    0.30,    100.00,    1007.80
50888, 132.17,  46.39,   79.60,  995.10,    22.40,     82.00,        0.00,    160.00,    2.00,  15300.00,    1004.50
56954,  99.93,  22.57, 1054.80,  893.00,    21.60,     98.00,        0.20,    129.00,    0.70,   8700.00,    1007.90
58336, 118.57,  31.70,   80.00,  997.30,    21.00,     99.00,        2.70,     65.00,    2.20,   2200.00,    1006.70
56873, 102.92,  24.68, 1796.30,  818.20,    19.30,     83.00,        0.00, 999999.00,    0.00,  30000.00,    1005.30
57495, 114.88,  30.67,   28.10, 1001.80,    23.40,    100.00,        0.00,    348.00,    2.10,  30000.00,    1005.20
56992, 104.68,  23.44, 1507.50,  847.10,    20.80,     88.00,        0.00,    235.00,    3.00,  30000.00,    1006.80
53993, 114.91,  35.94,   51.60, 1000.40,    23.90,     87.00,        0.00,    219.00,    2.50,   3200.00,    1006.40
54313, 118.70,  41.93,  733.70,  924.50,    21.80,     66.00,        0.00,    240.00,    2.10,  30000.00,    1005.70
59053, 110.63,  24.65,  157.60,  988.10,    27.20,     86.00,        0.00,    263.00,    0.80,  11000.00,    1006.00
58531, 118.28,  29.72,  142.70,  988.10,    26.60,     84.00,        0.00,    328.00,    0.80,  12100.00,    1004.40
57948, 109.25,  25.12,  238.30,  978.70,    27.00,     92.00,        0.00,     49.00,    0.60,   6000.00,    1005.60
50524, 119.46,  49.34,  597.40,  935.70,    26.00,     57.00,        0.00,    160.00,    2.90,  30000.00,    1001.80
56761, 101.32,  25.72, 1878.10,  809.40,    20.00,     76.00,        0.00,    336.00,    0.30,  30000.00,    1003.00
54919, 116.98,  35.38,   89.80,  996.60,    25.70,     80.00,        0.00,     36.00,    0.30,   2000.00,    1007.00
54936, 118.83,  35.57,  107.40,  994.60,    23.20,     92.00,        0.00, 999999.00,    0.20,   1200.00,    1007.10
58102, 115.73,  33.78,   39.10, 1002.50,    23.80,     91.00,        0.00,     42.00,    0.90,   4000.00,    1007.20
56578, 102.75,  27.07,  993.60,  881.10,    24.60,     83.00,        0.00,    224.00,    1.30,  28400.00,     986.30
54026, 120.90,  44.57,  265.00,  974.10,    27.90,     52.00,        0.00,    294.00,    1.20,  30000.00,    1003.90
58108, 115.37,  33.33,   38.00, 1002.60,    22.80,     94.00,        0.00,     76.00,    1.30,   5200.00,    1007.20
54290, 129.40,  42.77,  241.10,  977.90,    21.30,     76.00,        0.00,     34.00,    1.10,  17500.00,    1005.60
56841,  98.69,  24.62, 1630.60,  834.80,    18.00,     98.00,        0.00,    238.00,    1.40,    200.00,    1007.50
56886, 103.77,  24.53, 1704.30,  827.00,    18.30,     92.00,        0.00,    162.00,    1.90,  30000.00,    1005.70
58015, 116.33,  34.45,   44.20, 1001.90,    22.70,     98.00,        0.00,    296.00,    0.70,   1200.00,    1007.20
57714, 106.23,  27.47,  942.00,  899.60,    25.80,     81.00,        0.00,     83.00,    2.70,    100.00,    1000.50
58435, 118.53,  30.30,  220.20,  980.40,    24.30,     90.00,        0.00,    349.00,    1.00,  10400.00,    1005.60
58234, 118.42,  32.46,   40.40, 1002.40,    21.70,     99.00,        0.60,     69.00,    1.30,   3300.00,    1007.20
58605, 115.38,  28.42,   46.80,  999.20,    29.40,     82.00,        0.00,    130.00,    0.40,   5500.00,    1004.60
54502, 116.03,  39.48,   29.30, 1002.10,    26.60,     77.00,        0.00, 999999.00,    0.20,  10100.00,    1005.60
59242, 109.15,  23.77,   96.70,  994.90,    28.70,     82.00,        0.00,    165.00,    1.20,  30000.00,    1005.90
57669, 111.22,  28.38,  128.30,  990.20,    26.00,     93.00,        0.00,     86.00,    0.80,   4300.00,    1004.90
50939, 122.76,  45.35,  150.50,  986.50,    28.60,     66.00,        0.00,    221.00,    2.40,  21700.00,    1003.60
54910, 116.05,  35.82,   40.90, 1002.10,    23.50,     95.00,        0.00,    179.00,    1.40,    900.00,    1007.00
53664, 111.13,  38.47, 1012.60,  895.30,    22.20,     65.00,        0.00,     68.00,    2.10,  30000.00,    1005.30
58141, 118.93,  33.64,   12.50, 1005.60,    24.10,     89.00,        0.00,    138.00,    1.40,   3000.00,    1007.20
57390, 114.07,  31.80,  733.50,  924.30,    18.30,    100.00,        0.80,     60.00,    3.00,    800.00,    1006.90
56869, 101.97,  24.07, 1497.50,  847.20,    21.70,     80.00,        0.00,    239.00,    2.00,  30000.00,    1005.30
56483, 103.95,  28.58,  496.60,  946.20,    23.70,    100.00,        0.30, 999999.00,    0.00,    600.00,    1001.50
57779, 113.35,  27.06,  115.20,  991.40,    30.60,     99.00,        0.00,    133.00,    0.70,  11900.00,    1004.50
54812, 116.72,  36.73,   24.70, 1003.60,    25.10,     86.00,        0.00,    195.00,    1.90,   2500.00,    1006.60
51707,  76.78,  39.50, 1204.70,  874.80,    16.70,     84.00,        0.00,      2.00,    0.70,  23400.00,    1003.90
58713, 117.07,  27.72,  225.10,  979.40,    28.40,     83.00,        0.00, 999999.00,    0.00,  12700.00,    1004.70
56684, 103.25,  26.40, 2188.30,  779.90,    17.20,     86.00,        0.00,    252.00,    3.00,  30000.00,    1003.20
56994, 104.28,  23.33, 1293.50,  868.10,    21.70,     88.00,        0.00,    144.00,    1.70,  25600.00,    1005.90
52943, 100.00,  35.59, 3323.20,  682.30,    11.20,     88.00,        0.00,     10.00,    0.60,  30000.00,    1002.40
58563, 121.83,  29.88,    5.00, 1005.70,    23.70,    100.00,        0.00,     63.00,    3.10,   3200.00,    1006.40
57079, 113.04,  34.95,  106.40,  994.10,    22.90,     89.00,        0.00,    224.00,    3.20,   4100.00,    1006.40
54225, 119.94,  42.29,  579.40,  940.20,    26.20,     56.00,        0.00, 999999.00,    0.20,  30000.00,    1004.40
58129, 117.83,  33.15,   14.90, 1005.10,    23.80,     94.00,        0.00,     97.00,    1.80,   4300.00,    1007.00
50867, 127.35,  46.08,  134.10,  988.70,    24.00,     87.00,        0.00,     70.00,    1.30,   6500.00,    1004.30
56991, 104.34,  23.60, 1561.10,  841.80,    19.30,     95.00,        0.00,    194.00,    1.60,  25300.00,    1006.70
56875, 102.55,  24.33, 1716.90,  826.10,    20.20,     79.00,        0.00,    200.00,    3.00,  30000.00,    1005.30
57972, 112.97,  25.74,  368.80,  964.20,    29.60,     68.00,        0.00,    156.00,    3.00,  30000.00,    1005.10
59015, 106.53,  24.38,  544.60,  944.80,    25.40,     87.00,        0.00,     72.00,    1.30,   9900.00,    1005.20
54406, 115.97,  40.45,  487.90,  951.60,    22.10,     72.00,        0.00,    323.00,    1.20,  19500.00,    1006.40
54907, 116.65,  34.98,   34.30, 1002.80,    23.30,     92.00,        0.00,    212.00,    1.90,   1700.00,    1006.90
54609, 115.59,  38.23,   22.40, 1003.50,    25.20,     86.00,        0.00,    249.00,    1.40,   2900.00,    1006.20
54316, 118.75,  41.52,  679.30,  929.50,    23.80,     63.00,        0.00,    112.00,    1.10,  15700.00,    1005.10
57612, 106.65,  29.00,  474.70,  947.60,    26.50,     92.00,        0.00,    261.00,    3.30,   5700.00,     999.80
53886, 113.67,  36.57,  470.40,  953.30,    22.60,     78.00,        0.00,    283.00,    0.30,   7600.00,    1006.40
54706, 115.67,  37.08,   31.50, 1002.70,    24.80,     79.00,        0.00,    172.00,    2.00,   3300.00,    1006.50
53760, 111.23,  37.88, 1212.40,  876.30,    18.40,     84.00,        0.00,     20.00,    1.80,  28500.00,    1008.50
57926, 107.88,  25.41,  429.90,  956.90,    26.70,     85.00,        0.00,    302.00,    1.30,  14700.00,    1004.50
56882, 102.83,  24.91, 1976.60,  801.00,    18.50,     81.00,        0.00,    246.00,    4.10,  30000.00,    1005.20
54099, 131.11,  44.09,  175.20,  984.70,    21.60,     79.00,        0.00,    309.00,    0.80,  26900.00,    1005.00
58044, 119.23,  34.55,    4.70, 1006.60,    23.00,     99.00,        0.00,    144.00,    0.90,   2200.00,    1007.30
52602,  93.33,  38.75, 2770.00,  726.10,    15.30,     43.00,        0.00,     40.00,    4.00,  30000.00,     996.20
58600, 115.37,  28.85,   78.90,  995.30,    26.40,     98.00,        0.00,    143.00,    1.40,   2800.00,    1004.40
50349, 124.39,  51.66,  501.50,  945.70,    21.30,     76.00,        0.00,    103.00,    0.60,  30000.00,    1001.90
57634, 107.89,  28.52,  660.30,  928.80,    25.90,     83.00,        0.00,    249.00,    1.80,  17200.00,    1001.00
50859, 126.28,  46.29,  169.30,  984.50,    25.20,     83.00,        0.00,    245.00,    1.10,  22100.00,    1003.90
53756, 110.72,  37.52,  744.00,  923.70,    23.20,     68.00,        0.00,    158.00,    1.40,   9900.00,    1005.50
57896, 114.52,  26.33,  126.10,  990.50,    28.00,     84.00,        0.00,    242.00,    1.50,  20500.00,    1004.90
54836, 118.17,  36.18,  305.10,  972.70,    22.90,     87.00,        0.00,    262.00,    1.00,   2200.00,    1007.50
54921, 116.28,  35.43,   37.10, 1002.50,    23.30,     99.00,        0.00,    121.00,    1.20,    400.00,    1007.00
56654, 100.20,  26.59, 2195.40,  779.20,    18.30,     84.00,        0.00,    264.00,    0.90,  30000.00,    1002.10
53466, 111.70,  40.75, 1045.40,  891.40,    23.50,     66.00,        0.00,    115.00,    1.70,  16900.00,    1004.00
52957, 100.60,  35.24, 3148.20,  695.40,    12.90,     77.00,        0.00,    160.00,    2.20,  11900.00,     999.50
57778, 112.95,  27.09,   70.30,  996.50,    29.60,     77.00,        0.00,     48.00,    1.60,  11800.00,    1004.50
53192, 115.00,  44.02, 1147.70,  880.60,    22.10,     63.00,        0.00,    222.00,    0.80,  26600.00,    1004.30
56652, 100.75,  26.68, 2130.50,  784.70,    18.30,     82.00,        0.00,    156.00,    2.60,  30000.00,    1002.50
54628, 117.41,  38.08,    5.00, 1005.50,    25.80,     78.00,        0.00,    252.00,    2.40,   5000.00,    1006.20
54115, 118.03,  43.63,  825.00,  914.20,    23.80,     56.00,        0.00,    130.00,    1.00,  30000.00,    1005.00
59031, 108.27,  24.82,  342.30,  966.70,    27.80,     79.00,        0.00,    151.00,    4.20,  20900.00,    1004.80
50566, 128.48,  49.57,  116.00,  988.60,    27.30,     73.00,        0.00,    219.00,    1.90,  29000.00,    1001.90
57774, 112.17,  27.45,  100.00,  993.30,    28.70,     92.00,        0.00,    148.00,    1.40,  10700.00,    1004.70
54047, 123.25,  44.09,  141.00,  988.20,    28.40,     50.00,        0.00,    248.00,    1.10,  26200.00,    1004.30
56548,  99.29,  27.18, 2326.10,  768.00,    17.20,     95.00,        0.00,    102.00,    0.30,   3200.00,    1003.80
56764, 101.23,  25.53, 1873.50,  810.10,    19.80,     77.00,        0.00,    195.00,    2.00,  20800.00,    1003.70
57922, 107.55,  25.83, 1013.80,  895.00,    23.90,     93.00,        0.00,    141.00,    3.30,  13600.00,    1004.50
50445, 123.73,  50.58,  423.70,  955.10,    24.90,     57.00,        0.00,    262.00,    1.00,  22400.00,    1002.40
51477,  88.32,  43.35, 1103.50,  887.10,    18.70,     51.00,        0.00,    311.00,    2.60,  26200.00,    1006.90
57156, 111.49,  33.31,  250.30,  978.50,    21.60,     92.00,        0.00,    188.00,    1.90,   8600.00,    1007.40
55299,  92.07,  31.48, 4507.00,  590.00,     9.60,     71.00,        0.00,    165.00,    1.60,  30000.00,     992.60
51810,  77.63,  38.92, 1178.20,  878.00,    18.40,     74.00,        0.00,    111.00,    0.80,  28100.00,    1004.40
58618, 116.60,  28.27,   82.40,  994.80,    30.40,     87.00,        0.00,     93.00,    2.10,   8100.00,    1004.20
57886, 113.79,  26.48,  268.80,  975.20,    27.60,     81.00,        0.00,     25.00,    0.90,  15800.00,    1005.40
57076, 112.78,  34.74,  189.50,  985.00,    21.90,     94.00,        0.00,    216.00,    1.60,   3800.00,    1006.90
57377, 112.21,  30.99,  191.90,  984.30,    21.30,     95.00,        0.00,    342.00,    3.40,   4500.00,    1006.60
58221, 117.30,  32.85,   26.80, 1003.70,    22.90,     95.00,        0.00,     91.00,    1.70,   3700.00,    1006.90
57827, 107.51,  26.32,  967.70,  899.20,    24.20,     84.00,        0.00,    172.00,    5.10,  17200.00,    1003.60
54541, 119.23,  39.90,   24.30, 1001.70,    27.00,     64.00,        0.00,    353.00,    1.60,  13900.00,    1004.60
54608, 115.55,  38.00,   26.10, 1003.10,    24.80,     85.00,        0.00,    175.00,    1.40,   3400.00,    1006.20
53352, 110.43,  41.70, 1376.60,  857.00,    21.30,     56.00,        0.00,    189.00,    2.20,  30000.00,    1003.10
54835, 118.57,  36.47,  149.50,  989.40,    24.20,     80.00,        0.00,    185.00,    1.40,   3300.00,    1006.60
57763, 112.00,  27.69,  205.80,  981.30,    27.60,     89.00,        0.00,     97.00,    0.80,   4700.00,    1004.50
50425, 120.18,  50.25,  581.40,  938.60,    24.60,     58.00,        0.00,    195.00,    1.00,  30000.00,    1003.10
59419, 106.73,  22.07,  348.70,  967.30,    27.40,     83.00,        0.00,    162.00,    4.50,   8600.00,    1006.20
53697, 114.83,  38.03,   53.50,  999.50,    24.90,     81.00,        0.00,    279.00,    0.70,   4700.00,    1005.70
54707, 115.98,  37.35,   27.40, 1003.40,    24.00,     88.00,        0.00,    203.00,    2.00,   2300.00,    1006.70
54080, 127.15,  44.90,  194.60,  982.50,    24.60,     76.00,        0.00,    235.00,    1.10,  26200.00,    1004.70
54808, 115.63,  36.22,   38.70, 1002.30,    22.40,     96.00,        0.00,    166.00,    1.80,   1500.00,    1006.90
57093, 114.83,  34.84,   73.30,  998.60,    21.80,     96.00,        0.00,    168.00,    1.60,   2400.00,    1007.30
58609, 115.82,  28.23,   27.00, 1001.40,    29.20,     89.00,        0.00,     59.00,    1.00,   4400.00,    1004.60
54449, 119.52,  39.85,    2.40, 1004.50,    26.60,     71.00,        0.00,    122.00,    1.10,  18700.00,    1004.90
57432, 108.40,  30.77,  186.70,  979.30,    28.00,     82.00,        0.00,     42.00,    1.20,  27700.00,    1000.40
57717, 106.83,  27.53,  974.10,  896.80,    24.30,     84.00,        0.00,    103.00,    1.70,  25800.00,    1001.30
57195, 114.63,  33.61,   46.60, 1001.90,    24.00,     84.00,        0.00,    217.00,    0.50,  17900.00,    1007.40
56045,  99.90,  33.97, 4050.00,  625.60,     9.20,     95.00,        0.50,    262.00,    0.30,   8900.00,    1000.70
53068, 111.94,  43.63,  963.10,  898.40,    24.80,     53.00,        0.00,    142.00,    3.10,  21600.00,    1001.90
56898, 102.41,  24.18, 1600.00,  839.70,    18.00,     91.00,        0.00,    120.00,    0.60,   7000.00,    1009.00
56987, 103.23,  22.78, 1260.00,  870.20,    20.20,     94.00,        0.00, 999999.00,    0.20,  30000.00,    1005.80
57834, 108.30,  26.68,  641.30,  933.20,    24.30,     88.00,        0.00, 999999.00,    0.00,  11500.00,    1003.60
57740, 109.60,  27.95,  349.60,  964.80,    27.40,     83.00,        0.00,     77.00,    0.40,   7300.00,    1003.80
51717,  76.78,  39.25, 1206.30,  874.40,    18.30,     70.00,        0.00,     76.00,    0.30,  30000.00,    1003.10
56793, 104.53,  25.75, 2125.90,  786.00,    16.80,     84.00,        0.00,    214.00,    7.20,  30000.00,    1004.10
53391, 114.00,  41.90, 1482.70,  847.30,    18.90,     76.00,        0.00,    140.00,    2.90,  12200.00,    1005.00
56281, 103.49,  30.20,  578.40,  938.10,    22.50,     99.00,        1.80,    277.00,    2.10,   3200.00,    1002.40
57606, 106.83,  28.13,  972.00,  896.90,    25.90,     77.00,        0.00,    153.00,    2.40,  26000.00,    1001.10
57232, 108.27,  33.05,  484.90,  952.00,    20.60,     95.00,        0.00,    104.00,    1.20,  21600.00,    1007.10
58436, 118.98,  30.62,   87.30,  995.60,    23.20,     91.00,        0.00,      6.00,    0.90,   3400.00,    1005.80
58130, 117.96,  33.94,   23.80, 1004.30,    24.00,     92.00,        0.00,     61.00,    1.40,   1800.00,    1007.20
53689, 115.07,  38.02,   42.40, 1001.00,    25.60,     81.00,        0.00,    181.00,    1.20,   4900.00,    1006.00
53699, 114.95,  38.18,   45.40, 1000.50,    24.70,     84.00,        0.00,    328.00,    0.30,   5500.00,    1005.80
56783, 103.80,  25.50, 1906.20,  807.30,    18.10,     82.00,        0.00,    170.00,    1.20,  25100.00,    1004.80
54436, 118.95,  40.42,  254.30,  976.30,    23.30,     76.00,        0.00,    322.00,    0.40,  24600.00,    1005.50
56595, 104.87,  27.41, 1645.20,  829.50,    19.10,    100.00,        0.00,     13.00,    0.70,  10100.00,    1000.90
56651, 100.22,  26.85, 2380.90,  762.60,    17.40,     96.00,        0.00,     93.00,    2.70,  30000.00,    1002.70
57792, 114.68,  27.82,   93.70,  994.00,    28.50,     96.00,        0.00,     91.00,    1.70,   4600.00,    1004.70
51628,  80.38,  41.12, 1107.10,  884.30,    15.70,     85.00,        0.00,    163.00,    1.90,   9200.00,    1005.10
54615, 116.85,  38.58,    8.00, 1005.00,    26.20,     75.00,        0.00,    248.00,    2.40,   6200.00,    1006.00
56962, 101.67,  23.46, 1366.00,  861.20,    20.50,     96.00,        0.00, 999999.00,    0.20,  22700.00,    1007.00
56180, 103.85,  31.68, 1590.10,  835.30,    20.40,     85.00,        0.00,     69.00,    2.90,  30000.00,    1002.50
57912, 106.66,  26.14,  991.60,  896.30,    24.60,     86.00,        0.00,    237.00,    1.20,  15200.00,    1002.90
57326, 107.72,  31.37,  389.40,  959.10,    22.60,     95.00,        5.60,    267.00,    2.20,   4200.00,    1002.90
59091, 114.52,  24.75,  277.10,  975.00,    28.40,     78.00,        0.00,    111.00,    1.10,   9700.00,    1006.10
56964, 100.96,  22.79, 1302.10,  867.60,    20.80,     90.00,        0.00,    270.00,    0.50,  15900.00,    1006.60
54700, 115.93,  38.03,   16.20, 1004.20,    26.20,     75.00,        0.00,    177.00,    2.50,   7700.00,    1006.20
53926, 107.35,  35.34, 1028.80,  894.40,    17.00,     99.00,        0.00,     48.00,    1.00,   9600.00,    1008.10
56378, 102.35,  29.23,  890.70,  904.40,    22.10,     98.00,        0.00,    237.00,    3.20,   9500.00,    1001.40
56004,  92.44,  34.22, 4533.10,  587.80,     6.10,     93.00,        0.00,    132.00,    1.50,  30000.00,     997.40
53927, 106.62,  35.20, 1477.60,  849.10,    15.70,     99.00,        0.00,    203.00,    0.90,  13700.00,    1009.00
56033,  98.22,  34.92, 4272.30,  606.90,     8.50,     80.00,        0.00,     75.00,    4.20,  30000.00,     995.90
54102, 116.12,  43.95, 1003.00,  895.30,    22.60,     65.00,        0.00,    134.00,    2.80,  21600.00,    1004.10
56843,  99.62,  24.80, 1666.90,  830.90,    18.80,     99.00,        0.00,    160.00,    0.30,   4000.00,    1006.20
57123, 108.07,  34.28,  506.00,  948.60,    20.30,     98.00,        0.00,    258.00,    1.90,   4500.00,    1006.00
54904, 115.52,  35.58,   50.10, 1001.20,    24.30,     85.00,        0.00,    253.00,    2.10,   2200.00,    1007.10
57193, 114.52,  33.78,   52.60, 1001.10,    24.80,     90.00,        0.00,     51.00,    0.50,  11300.00,    1007.30
56950,  99.82,  23.47, 1044.10,  893.30,    21.80,     90.00,        0.00,    225.00,    0.60,  22100.00,    1006.10
58041, 119.43,  34.78,   26.90, 1003.90,    24.30,     80.00,        0.00,    241.00,    1.00,   6500.00,    1007.10
50954, 125.08,  45.50,  127.50,  989.40,    28.20,     71.00,        0.00,    172.00,    1.00,  11700.00,    1004.00
56995, 104.40,  23.02, 1332.90,  865.00,    21.70,     92.00,        0.00,     46.00,    1.20,  30000.00,    1007.20
56975, 102.43,  23.37,  974.50,  903.60,    23.50,     85.00,        0.00,    117.00,    1.70,  30000.00,    1009.30
53740, 109.23,  37.93, 1111.00,  885.20,    21.30,     62.00,        0.00,    184.00,    2.10,  26600.00,    1004.50
59640, 109.18,  21.67,    5.50, 1005.70,    30.90,     75.00,        0.00,    252.00,    2.30,  30000.00,    1006.50
54918, 116.97,  35.60,   62.30,  999.70,    23.80,     87.00,        0.00,     64.00,    1.00,   2100.00,    1007.00
53680, 114.38,  38.30,  108.90,  993.50,    24.20,     89.00,        0.00,    272.00,    1.30,   5100.00,    1006.10
56944,  99.27,  23.15, 1278.30,  870.20,    19.90,     96.00,        0.00,    355.00,    0.80,   6400.00,    1007.70
56970, 102.47,  23.72, 1478.50,  849.60,    20.20,     85.00,        0.00,    162.00,    0.30,  30000.00,    1006.10
57438, 108.13,  29.98,  632.30,  931.40,    25.80,     89.00,        0.00,    102.00,    2.30,  17900.00,    1000.60
58337, 118.22,  31.06,   60.90,  998.90,    21.90,     97.00,        2.90,     60.00,    2.90,   2600.00,    1006.10
54710, 116.17,  37.87,   18.60, 1004.30,    26.00,     75.00,        0.00,    202.00,    2.30,   4500.00,    1006.60
52707,  93.68,  36.80, 2767.00,  726.50,    16.30,     43.00,        0.00,    281.00,    5.70,  30000.00,     995.10
54844, 119.18,  36.42,   62.70,  999.20,    24.70,     77.00,        0.00,    238.00,    1.90,   3600.00,    1006.50
50674, 129.43,  48.57,  404.50,  957.90,    22.10,     89.00,        0.00,    138.00,    1.40,  19800.00,    1003.90
58520, 117.69,  29.87,  191.00,  982.80,    25.80,     88.00,        0.00,     42.00,    1.30,  13400.00,    1004.60
52963, 102.02,  35.93, 2085.70,  789.10,    16.20,     76.00,        0.00,    291.00,    1.10,  10000.00,    1002.00
57314, 106.07,  31.34,  405.70,  955.70,    23.70,     96.00,        2.50,    340.00,    2.20,   8400.00,    1001.10
54827, 117.15,  36.17,  128.60,  992.50,    22.50,     89.00,        0.00,    152.00,    0.50,   1400.00,    1007.40
58122, 117.08,  33.64,   25.70, 1003.80,    23.60,     95.00,        0.00,     89.00,    0.90,   1700.00,    1006.90
54122, 120.03,  43.86,  428.90,  956.30,    26.00,     66.00,        0.00,      8.00,    1.10,  30000.00,    1004.50
